WORD: afiþi, FREQ: 1
WORD: kaydýný, FREQ: 1
WORD: içeren, FREQ: 1
WORD: kütüphane, FREQ: 1
WORD: baðýþý, FREQ: 1
WORD: alýr, FREQ: 1
WORD: açýk, FREQ: 1
WORD: þarkýnýn, FREQ: 1
WORD: bölümünü, FREQ: 1
WORD: çalar, FREQ: 1
WORD: tek, FREQ: 1
WORD: kiþilik, FREQ: 1
WORD: gönderilmesine, FREQ: 1
WORD: yol, FREQ: 1
WORD: açar, FREQ: 1
WORD: kamusal, FREQ: 1
WORD: iþlerde, FREQ: 1
WORD: emeðini, FREQ: 1
WORD: kullanmaya, FREQ: 1
WORD: vasýflý, FREQ: 1
WORD: iþ, FREQ: 1
WORD: gücünün, FREQ: 1
WORD: maliyetini, FREQ: 1
WORD: azaltarak, FREQ: 1
WORD: rüþvet, FREQ: 1
WORD: almaya, FREQ: 1
WORD: takma, FREQ: 1
WORD: adýný, FREQ: 1
WORD: kullanarak, FREQ: 1
WORD: aktarmaktadýr, FREQ: 1
WORD: willams, FREQ: 1
WORD: hýrsýzlýk, FREQ: 1
WORD: yaptýðý, FREQ: 1
WORD: hapishaneye, FREQ: 1
WORD: alýndý, FREQ: 1
WORD: ged, FREQ: 1
WORD: sýnavýný, FREQ: 1
WORD: geçmesi, FREQ: 1
WORD: ettiler, FREQ: 1
WORD: hapishanedeki, FREQ: 1
WORD: mahkumun, FREQ: 1
WORD: öldürdüðünü, FREQ: 1
WORD: aslýnda, FREQ: 1
WORD: söylediðini, FREQ: 1
WORD: açýklýyor, FREQ: 1
WORD: anlatmak, FREQ: 1
WORD: istiyor, FREQ: 1
WORD: dinlemeden, FREQ: 1
WORD: gönderilmesini, FREQ: 1
WORD: emrediyor, FREQ: 1
WORD: tuzak, FREQ: 1
WORD: kurarak, FREQ: 1
WORD: kaçýyormuþ, FREQ: 1
WORD: süsü, FREQ: 1
WORD: verdirdiði, FREQ: 1
WORD: ortadan, FREQ: 1
WORD: kaldýrýyor, FREQ: 1
WORD: kaçakcýlýðý, FREQ: 1
WORD: bakmasý, FREQ: 1
WORD: çýkaracaðýný, FREQ: 1
WORD: redederse, FREQ: 1
WORD: hücrede, FREQ: 1
WORD: kalacaðýný, FREQ: 1
WORD: hemde, FREQ: 1
WORD: yakacaðýný, FREQ: 1
WORD: üzerine, FREQ: 1
WORD: devam, FREQ: 1
WORD: etmek, FREQ: 1
WORD: kalýyor, FREQ: 1
WORD: girmemiþ, FREQ: 1
WORD: ceza, FREQ: 1
WORD: almamýþ, FREQ: 1
WORD: olsaydý, FREQ: 1
WORD: ay, FREQ: 1
WORD: edilebilirdi, FREQ: 1
WORD: þimdi, FREQ: 1
WORD: cezasýnýn, FREQ: 1
WORD: tamamýný, FREQ: 1
WORD: çekmek, FREQ: 1
WORD: konuþurken, FREQ: 1
WORD: meksika, FREQ: 1
WORD: sahil, FREQ: 1
WORD: kasabasý, FREQ: 1
WORD: yaþamak, FREQ: 1
WORD: istediðini, FREQ: 1
WORD: anlatýyor, FREQ: 1
WORD: olmadýðýný, FREQ: 1
WORD: böyle, FREQ: 1
WORD: umutlara, FREQ: 1
WORD: kapýlmamasý, FREQ: 1
WORD: gerektiðini, FREQ: 1
WORD: yýllarca, FREQ: 1
WORD: inandýðý, FREQ: 1
WORD: yaþamýþtý, FREQ: 1
WORD: serbest, FREQ: 1
WORD: kalýrsa, FREQ: 1
WORD: maine, FREQ: 1
WORD: yakýnlarýndaki, FREQ: 1
WORD: özel, FREQ: 1
WORD: samanlýðý, FREQ: 1
WORD: çünkü, FREQ: 1
WORD: býrakcak, FREQ: 1
WORD: sonraki, FREQ: 1
WORD: gün, FREQ: 1
WORD: iþi, FREQ: 1
WORD: çaðýrýlan, FREQ: 1
WORD: hücresinden, FREQ: 1
WORD: ses, FREQ: 1
WORD: gelmeyince, FREQ: 1
WORD: hücreyi, FREQ: 1
WORD: kontrol, FREQ: 1
WORD: ediyorlar, FREQ: 1
WORD: hücrenin, FREQ: 1
WORD: boþ, FREQ: 1
WORD: müdürde, FREQ: 1
WORD: geliyor, FREQ: 1
WORD: öfkeleniyor, FREQ: 1
WORD: elindeki, FREQ: 1
WORD: satranç, FREQ: 1
WORD: taþýný, FREQ: 1
WORD: duvardaki, FREQ: 1
WORD: resme, FREQ: 1
WORD: fýrlatýyor, FREQ: 1
WORD: resmi, FREQ: 1
WORD: tamamen, FREQ: 1
WORD: kaldýrýnca, FREQ: 1
WORD: arkasýnda, FREQ: 1
WORD: insanýn, FREQ: 1
WORD: geçebileceði, FREQ: 1
WORD: büyüklükte, FREQ: 1
WORD: açýldýðýný, FREQ: 1
WORD: borularýna, FREQ: 1
WORD: ulaþýyor, FREQ: 1
WORD: buradan, FREQ: 1
WORD: çýkýþa, FREQ: 1
WORD: önceden, FREQ: 1
WORD: planladýðý, FREQ: 1
WORD: paralarýn, FREQ: 1
WORD: müdürün, FREQ: 1
WORD: temiz, FREQ: 1
WORD: güzel, FREQ: 1
WORD: giyselerini, FREQ: 1
WORD: poþete, FREQ: 1
WORD: koyarak, FREQ: 1
WORD: borusunun, FREQ: 1
WORD: içinden, FREQ: 1
WORD: özgürlüðe, FREQ: 1
WORD: gitti, FREQ: 1
WORD: paralarý, FREQ: 1
WORD: almak, FREQ: 1
WORD: birkaç, FREQ: 1
WORD: banka, FREQ: 1
WORD: gösteriyor, FREQ: 1
WORD: ele, FREQ: 1
WORD: geçirdikten, FREQ: 1
WORD: taki, FREQ: 1
WORD: yolsuzluklarýn, FREQ: 1
WORD: polise, FREQ: 1
WORD: yolluyor, FREQ: 1
WORD: hemen, FREQ: 1
WORD: tutuklanmamak, FREQ: 1
WORD: kýrk, FREQ: 1
WORD: hizmet, FREQ: 1
WORD: ettiken, FREQ: 1
WORD: sonunda, FREQ: 1
WORD: nafiyete, FREQ: 1
WORD: tuduldu, FREQ: 1
WORD: hapishane, FREQ: 1
WORD: dýþýndaki, FREQ: 1
WORD: hayata, FREQ: 1
WORD: saðlamaya, FREQ: 1
WORD: çalýþan, FREQ: 1
WORD: sözü, FREQ: 1
WORD: hatýrlýyor, FREQ: 1
WORD: tahliyenin, FREQ: 1
WORD: kuralýný, FREQ: 1
WORD: ihlal, FREQ: 1
WORD: ederek, FREQ: 1
WORD: sýnýr, FREQ: 1
WORD: dýþýna, FREQ: 1
WORD: istediði, FREQ: 1
WORD: yere, FREQ: 1
WORD: topraðý, FREQ: 1
WORD: kazýyor, FREQ: 1
WORD: kutunun, FREQ: 1
WORD: içinde, FREQ: 1
WORD: mektup, FREQ: 1
WORD: miktar, FREQ: 1
WORD: mektupta, FREQ: 1
WORD: gelmesini, FREQ: 1
WORD: fark, FREQ: 1
WORD: baþlýyor, FREQ: 1
WORD: yanýna, FREQ: 1
WORD: yolculuk, FREQ: 1
WORD: sonrasý, FREQ: 1
WORD: kumsalda, FREQ: 1
WORD: arkadaþ, FREQ: 1
WORD: mutlu, FREQ: 1
WORD: birbirlerine, FREQ: 1
WORD: sarýlýyorlar, FREQ: 1
WORD: warden, FREQ: 1
WORD: heywood, FREQ: 1
WORD: capt, FREQ: 1
WORD: williams, FREQ: 1
WORD: mark, FREQ: 1
WORD: rolston, FREQ: 1
WORD: bogs, FREQ: 1
WORD: diamond, FREQ: 1
WORD: hatlen, FREQ: 1
WORD: jeffrey, FREQ: 1
WORD: demunn, FREQ: 1
WORD: davasýnda, FREQ: 1
WORD: savcý, FREQ: 1
WORD: olarak, FREQ: 1
WORD: romanýndan, FREQ: 1
WORD: sinemaya, FREQ: 1
WORD: uyarlandý, FREQ: 1
WORD: gösterildiði, FREQ: 1
WORD: ülkelerde, FREQ: 1
WORD: ilgiyle, FREQ: 1
WORD: karþýlandý, FREQ: 1
WORD: aralarýnda, FREQ: 1
WORD: adaylýðý, FREQ: 1
WORD: dalda, FREQ: 1
WORD: oscar, FREQ: 1
WORD: ödülüne, FREQ: 1
WORD: baþ, FREQ: 1
WORD: rolünde, FREQ: 1
WORD: tom, FREQ: 1
WORD: hanks, FREQ: 1
WORD: oynadýðý, FREQ: 1
WORD: forrest, FREQ: 1
WORD: gump, FREQ: 1
WORD: layýk, FREQ: 1
WORD: görüldü, FREQ: 1
WORD: yayýnlandýktan, FREQ: 1
WORD: televizyonlarda, FREQ: 1
WORD: çeþitli, FREQ: 1
WORD: sitelerinde, FREQ: 1
WORD: yayýnlanmýþ, FREQ: 1
WORD: görmüþtür, FREQ: 1
WORD: yaygýn, FREQ: 1
WORD: kulanýma, FREQ: 1
WORD: sahip, FREQ: 1
WORD: sitesi, FREQ: 1
WORD: yayýnlanan, FREQ: 1
WORD: filmler, FREQ: 1
WORD: listesinde, FREQ: 1
WORD: oylarý, FREQ: 1
WORD: lik, FREQ: 1
WORD: elde, FREQ: 1
WORD: etmiþtir, FREQ: 1
WORD: zamandýr, FREQ: 1
WORD: listenin, FREQ: 1
WORD: üst, FREQ: 1
WORD: sýrasýndadýr, FREQ: 1
WORD: box, FREQ: 1
WORD: office, FREQ: 1
WORD: mojo, FREQ: 1
WORD: kaynaðýndan, FREQ: 1
WORD: arþivlendi, FREQ: 1
WORD: archive, FREQ: 1
WORD: org, FREQ: 1
WORD: www, FREQ: 1
WORD: boxofficemojo, FREQ: 1
WORD: movies, FREQ: 1
WORD: id, FREQ: 1
WORD: shawshankredemption, FREQ: 1
WORD: htm, FREQ: 1
WORD: eriþim, FREQ: 1
WORD: tarihi, FREQ: 1
WORD: aðustos, FREQ: 1
WORD: top, FREQ: 1
WORD: eriþildi, FREQ: 1
WORD: türkçe, FREQ: 1
WORD: sinemalar, FREQ: 1
WORD: filmi, FREQ: 1
WORD: taslaktýr, FREQ: 1
WORD: içeriðini, FREQ: 1
WORD: geliþtirerek, FREQ: 1
WORD: vikipedi, FREQ: 1
WORD: ye, FREQ: 1
WORD: katkýda, FREQ: 1
WORD: bulunabilirsiniz, FREQ: 1
WORD: the, FREQ: 2
WORD: bob, FREQ: 2
WORD: gunton, FREQ: 2
WORD: clancy, FREQ: 2
WORD: brown, FREQ: 2
WORD: william, FREQ: 2
WORD: sadler, FREQ: 2
WORD: gil, FREQ: 2
WORD: bellows, FREQ: 2
WORD: james, FREQ: 2
WORD: whitmore, FREQ: 2
WORD: eylül, FREQ: 2
WORD: b, FREQ: 2
WORD: mart, FREQ: 2
WORD: abd, FREQ: 2
WORD: i?ngilizce, FREQ: 2
WORD: milyon, FREQ: 2
WORD: yapýmý, FREQ: 2
WORD: amerikan, FREQ: 2
WORD: rita, FREQ: 2
WORD: hayworth, FREQ: 2
WORD: kefareti, FREQ: 2
WORD: karýsýný, FREQ: 2
WORD: cezaevi, FREQ: 2
WORD: bankacý, FREQ: 2
WORD: anlatýr, FREQ: 2
WORD: cezaevinde, FREQ: 2
WORD: boyunca, FREQ: 2
WORD: ellis, FREQ: 2
WORD: boyd, FREQ: 2
WORD: etmeye, FREQ: 2
WORD: gardiyanlar, FREQ: 2
WORD: tarafýndan, FREQ: 2
WORD: aldý, FREQ: 2
WORD: aday, FREQ: 2
WORD: gösterildi, FREQ: 2
WORD: nün, FREQ: 2
WORD: dahil, FREQ: 2
WORD: dan, FREQ: 2
WORD: kiþinin, FREQ: 2
WORD: puan, FREQ: 2
WORD: konusu, FREQ: 2
WORD: filme, FREQ: 2
WORD: kaynaklar, FREQ: 2
WORD: baðlantýlar, FREQ: 2
WORD: ayný, FREQ: 2
WORD: baþka, FREQ: 2
WORD: gece, FREQ: 2
WORD: verdiði, FREQ: 2
WORD: polis, FREQ: 2
WORD: edilir, FREQ: 2
WORD: hapishanede, FREQ: 2
WORD: sayesinde, FREQ: 2
WORD: çalýþmakta, FREQ: 2
WORD: byron, FREQ: 2
WORD: hadley, FREQ: 2
WORD: ilgili, FREQ: 2
WORD: parasýný, FREQ: 2
WORD: birer, FREQ: 2
WORD: bira, FREQ: 2
WORD: mahkumlara, FREQ: 2
WORD: samuel, FREQ: 2
WORD: kütüphaneyi, FREQ: 2
WORD: tahliye, FREQ: 2
WORD: yýl, FREQ: 2
WORD: uyum, FREQ: 2
WORD: kendisini, FREQ: 2
WORD: intihar, FREQ: 2
WORD: þekilde, FREQ: 2
WORD: baþlar, FREQ: 2
WORD: randall, FREQ: 2
WORD: stephens, FREQ: 2
WORD: parayý, FREQ: 2
WORD: suçsuz, FREQ: 2
WORD: iþine, FREQ: 2
WORD: tekrar, FREQ: 2
WORD: zorunda, FREQ: 2
WORD: eðer, FREQ: 2
WORD: umudun, FREQ: 2
WORD: buxton, FREQ: 2
WORD: etmesini, FREQ: 2
WORD: kutu, FREQ: 2
WORD: duvarýn, FREQ: 2
WORD: kanalizasyon, FREQ: 2
WORD: akladýðý, FREQ: 2
WORD: belgelerini, FREQ: 2
WORD: ediyor, FREQ: 2
WORD: shawsanhk, FREQ: 2
WORD: yola, FREQ: 2
WORD: gidiyor, FREQ: 2
WORD: buluyor, FREQ: 2
WORD: uzun, FREQ: 2
WORD: internet, FREQ: 2
WORD: tarihinde, FREQ: 2
WORD: http, FREQ: 2
WORD: web, FREQ: 2
WORD: com, FREQ: 2
WORD: madde, FREQ: 2
WORD: esaretin, FREQ: 3
WORD: bedeli, FREQ: 3
WORD: redemption, FREQ: 3
WORD: frank, FREQ: 3
WORD: darabont, FREQ: 3
WORD: stephen, FREQ: 3
WORD: king, FREQ: 3
WORD: oyuncular, FREQ: 3
WORD: tim, FREQ: 3
WORD: robbins, FREQ: 3
WORD: morgan, FREQ: 3
WORD: freeman, FREQ: 3
WORD: süre, FREQ: 3
WORD: adlý, FREQ: 3
WORD: raðmen, FREQ: 3
WORD: aklama, FREQ: 3
WORD: yardým, FREQ: 3
WORD: dýþ, FREQ: 3
WORD: eder, FREQ: 3
WORD: bryron, FREQ: 3
WORD: müdür, FREQ: 3
WORD: brooks, FREQ: 3
WORD: te, FREQ: 3
WORD: zihuatanejo, FREQ: 3
WORD: þey, FREQ: 3
WORD: ziyaret, FREQ: 3
WORD: görüyorlar, FREQ: 3
WORD: delik, FREQ: 3
WORD: çýkýyor, FREQ: 3
WORD: dufresne, FREQ: 4
WORD: büyük, FREQ: 4
WORD: ilgi, FREQ: 4
WORD: imdb, FREQ: 4
WORD: yýlýnda, FREQ: 4
WORD: eþi, FREQ: 4
WORD: þartlý, FREQ: 4
WORD: hücreye, FREQ: 4
WORD: çok, FREQ: 4
WORD: doðru, FREQ: 4
WORD: kaynaðý, FREQ: 5
WORD: tommy, FREQ: 5
WORD: söylüyor, FREQ: 5
WORD: shawshank, FREQ: 6
WORD: iyi, FREQ: 6
WORD: olan, FREQ: 6
WORD: olduðunu, FREQ: 6
WORD: para, FREQ: 7
WORD: norton, FREQ: 7
WORD: bütün, FREQ: 8
WORD: film, FREQ: 10
WORD: deðiþtir, FREQ: 10
WORD: için, FREQ: 10
WORD: red, FREQ: 11
WORD: andy, FREQ: 43
